51 0 AP890503-0279  1 0.26781082 run-1
90 0 AP891108-0197  83 0.11459593 run-1
90 0 AP890211-0174  84 0.113858484 run-1
90 0 AP890323-0165  85 0.11080327 run-1
90 0 AP890709-0075  86 0.1095396 run-1
90 0 AP891002-0327  87 0.10933675 run-1
90 0 AP891109-0318  88 0.1079631 run-1
90 0 AP891103-0303  89 0.10793965 run-1
90 0 AP890215-0097  90 0.10793965 run-1
90 0 AP890302-0305  91 0.10793965 run-1
90 0 AP891214-0249  92 0.10793965 run-1
90 0 AP891221-0261  93 0.10793965 run-1
90 0 AP890803-0318  94 0.10793965 run-1
90 0 AP890510-0284  95 0.10793965 run-1
90 0 AP891002-0333  96 0.10793965 run-1
90 0 AP890517-0241  97 0.10793965 run-1
90 0 AP890516-0234  98 0.10580383 run-1
90 0 AP890125-0147  99 0.105780855 run-1
90 0 AP890127-0109  100 0.105780855 run-1
90 0 AP891104-0051  101 0.105780855 run-1
90 0 AP890908-0231  102 0.105780855 run-1
90 0 AP890509-0277  103 0.105780855 run-1
90 0 AP891019-0137  104 0.10385977 run-1
90 0 AP891026-0145  105 0.10385977 run-1
90 0 AP890726-0116  106 0.10385977 run-1
90 0 AP890809-0183  107 0.10385977 run-1
90 0 AP890405-0112  108 0.10385977 run-1
90 0 AP890112-0241  109 0.103622064 run-1
90 0 AP891028-0089  110 0.103622064 run-1
90 0 AP890122-0089  111 0.103622064 run-1
90 0 AP891031-0232  112 0.103622064 run-1
90 0 AP890125-0153  113 0.103622064 run-1
90 0 AP890128-0135  114 0.103622064 run-1
90 0 AP890621-0275  115 0.103622064 run-1
90 0 AP890625-0011  116 0.103622064 run-1
90 0 AP890626-0142  117 0.103622064 run-1
90 0 AP890630-0262  118 0.103622064 run-1
90 0 AP891201-0158  119 0.103622064 run-1
90 0 AP890718-0196  120 0.103622064 run-1
90 0 AP890720-0283  121 0.103622064 run-1
90 0 AP891212-0237  122 0.103622064 run-1
90 0 AP890809-0290  123 0.103622064 run-1
90 0 AP890405-0158  124 0.103622064 run-1
90 0 AP890929-0152  125 0.103622064 run-1
90 0 AP890310-0301  126 0.10259562 run-1
90 0 AP890709-0071  127 0.10142556 run-1
90 0 AP890628-0155  128 0.10054371 run-1
90 0 AP890223-0157  129 0.10054371 run-1
90 0 AP890405-0171  130 0.10054371 run-1
90 0 AP890512-0181  131 0.10054371 run-1
90 0 AP890831-0219  132 0.09879847 run-1
90 0 AP890503-0259  133 0.098491795 run-1
90 0 AP890216-0007  134 0.097145684 run-1
90 0 AP890427-0032  135 0.097145684 run-1
90 0 AP890805-0029  136 0.09696579 run-1
90 0 AP890327-0218  137 0.09696579 run-1
90 0 AP890418-0193  138 0.09696579 run-1
90 0 AP890510-0024  139 0.09696579 run-1
90 0 AP890928-0187  140 0.09696579 run-1
90 0 AP890417-0245  141 0.09673493 run-1
90 0 AP891111-0073  142 0.096354276 run-1
90 0 AP890503-0298  143 0.09522345 run-1
90 0 AP890602-0263  144 0.09493432 run-1
90 0 AP890306-0266  145 0.09493432 run-1
90 0 AP891003-0227  146 0.09493432 run-1
90 0 AP890414-0017  147 0.094447196 run-1
90 0 AP890726-0193  148 0.093280114 run-1
90 0 AP890419-0041  149 0.09233606 run-1
90 0 AP890116-0214  150 0.0921085 run-1
90 0 AP891111-0069  151 0.0921085 run-1
90 0 AP890628-0166  152 0.0921085 run-1
90 0 AP891115-0283  153 0.0921085 run-1
90 0 AP891122-0304  154 0.0921085 run-1
90 0 AP891124-0218  155 0.0921085 run-1
90 0 AP890715-0090  156 0.0921085 run-1
90 0 AP890719-0050  157 0.0921085 run-1
90 0 AP891208-0279  158 0.0921085 run-1
90 0 AP891212-0243  159 0.0921085 run-1
90 0 AP891213-0289  160 0.0921085 run-1
90 0 AP891215-0286  161 0.0921085 run-1
90 0 AP890814-0068  162 0.0921085 run-1
90 0 AP890404-0248  163 0.0921085 run-1
90 0 AP890406-0150  164 0.0921085 run-1
90 0 AP890913-0283  165 0.0921085 run-1
90 0 AP890503-0291  166 0.0921085 run-1
90 0 AP890928-0021  167 0.0921085 run-1
90 0 AP890406-0234  168 0.090877295 run-1
90 0 AP890418-0114  169 0.09076864 run-1
90 0 AP891229-0207  170 0.090669304 run-1
90 0 AP890817-0186  171 0.090669304 run-1
90 0 AP890404-0075  172 0.090669304 run-1
90 0 AP890412-0009  173 0.090669304 run-1
90 0 AP891009-0203  174 0.08994971 run-1
90 0 AP890120-0301  175 0.08994971 run-1
90 0 AP890612-0268  176 0.08994971 run-1
90 0 AP890614-0235  177 0.08994971 run-1
90 0 AP891108-0290  178 0.08994971 run-1
90 0 AP890626-0097  179 0.08994971 run-1
90 0 AP891116-0254  180 0.08994971 run-1
90 0 AP891117-0266  181 0.08994971 run-1
90 0 AP891118-0059  182 0.08994971 run-1
90 0 AP890707-0251  183 0.08994971 run-1
90 0 AP891124-0212  184 0.08994971 run-1
90 0 AP891130-0247  185 0.08994971 run-1
90 0 AP890224-0271  186 0.08994971 run-1
90 0 AP890301-0303  187 0.08994971 run-1
90 0 AP890309-0269  188 0.08994971 run-1
90 0 AP890804-0009  189 0.08994971 run-1
90 0 AP890810-0241  190 0.08994971 run-1
90 0 AP890818-0224  191 0.08994971 run-1
90 0 AP890821-0241  192 0.08994971 run-1
90 0 AP890406-0267  193 0.08994971 run-1
90 0 AP890407-0045  194 0.08994971 run-1
90 0 AP890830-0271  195 0.08994971 run-1
90 0 AP890413-0296  196 0.08994971 run-1
90 0 AP890914-0276  197 0.08994971 run-1
90 0 AP890510-0028  198 0.08994971 run-1
90 0 AP890515-0283  199 0.08994971 run-1
90 0 AP891004-0192  200 0.08994971 run-1
90 0 AP891006-0268  201 0.08994971 run-1
90 0 AP891008-0081  202 0.08994971 run-1
90 0 AP890116-0077  203 0.08815072 run-1
90 0 AP891024-0068  204 0.08815072 run-1
90 0 AP890606-0065  205 0.08815072 run-1
90 0 AP890120-0010  206 0.08815072 run-1
90 0 AP890626-0153  207 0.08815072 run-1
90 0 AP891127-0127  208 0.08815072 run-1
90 0 AP890711-0195  209 0.08815072 run-1
90 0 AP890803-0072  210 0.08815072 run-1
90 0 AP890416-0082  211 0.08815072 run-1
90 0 AP890508-0264  212 0.08815072 run-1
90 0 AP891030-0116  213 0.08763168 run-1
90 0 AP890614-0068  214 0.08763168 run-1
90 0 AP890718-0094  215 0.08763168 run-1
90 0 AP890310-0085  216 0.08763168 run-1
90 0 AP890808-0049  217 0.08763168 run-1
90 0 AP891230-0114  218 0.08763168 run-1
90 0 AP890418-0182  219 0.08763168 run-1
90 0 AP890916-0143  220 0.08763168 run-1
90 0 AP890917-0046  221 0.08763168 run-1
90 0 AP890503-0166  222 0.08763168 run-1
90 0 AP890926-0284  223 0.08763168 run-1
90 0 AP890125-0118  224 0.08644866 run-1
90 0 AP891115-0208  225 0.086370476 run-1
90 0 AP890709-0070  226 0.086370476 run-1
90 0 AP891213-0273  227 0.086370476 run-1
90 0 AP890914-0133  228 0.086370476 run-1
90 0 AP890519-0159  229 0.085506774 run-1
90 0 AP890410-0242  230 0.08545222 run-1
90 0 AP890419-0205  231 0.08545222 run-1
90 0 AP890601-0357  232 0.084643066 run-1
90 0 AP891012-0158  233 0.0845313 run-1
90 0 AP891227-0059  234 0.08419293 run-1
90 0 AP890916-0020  235 0.08419293 run-1
90 0 AP890510-0036  236 0.08419293 run-1
90 0 AP890510-0039  237 0.08419293 run-1
90 0 AP891017-0172  238 0.082915656 run-1
90 0 AP890725-0265  239 0.082915656 run-1
90 0 AP890622-0336  240 0.08280617 run-1
90 0 AP890105-0150  241 0.0820765 run-1
90 0 AP891020-0307  242 0.0820765 run-1
90 0 AP891122-0132  243 0.0820765 run-1
90 0 AP890309-0001  244 0.0820765 run-1
90 0 AP890523-0220  245 0.08114044 run-1
90 0 AP890116-0223  246 0.08114044 run-1
90 0 AP890422-0024  247 0.08095474 run-1
90 0 AP890104-0051  248 0.08059494 run-1
90 0 AP890107-0164  249 0.08059494 run-1
90 0 AP891023-0268  250 0.08059494 run-1
90 0 AP890118-0253  251 0.08059494 run-1
90 0 AP891030-0290  252 0.08059494 run-1
90 0 AP890619-0290  253 0.08059494 run-1
90 0 AP891107-0205  254 0.08059494 run-1
90 0 AP890623-0264  255 0.08059494 run-1
90 0 AP891118-0124  256 0.08059494 run-1
90 0 AP891201-0042  257 0.08059494 run-1
90 0 AP890718-0241  258 0.08059494 run-1
90 0 AP891211-0309  259 0.08059494 run-1
90 0 AP890303-0087  260 0.08059494 run-1
90 0 AP890327-0092  261 0.08059494 run-1
90 0 AP890328-0199  262 0.08059494 run-1
90 0 AP890417-0265  263 0.08059494 run-1
90 0 AP890418-0307  264 0.08059494 run-1
90 0 AP890424-0197  265 0.08059494 run-1
90 0 AP890428-0160  266 0.08059494 run-1
90 0 AP890109-0165  267 0.07951763 run-1
90 0 AP890616-0094  268 0.07951763 run-1
90 0 AP890617-0060  269 0.07951763 run-1
90 0 AP890131-0108  270 0.07951763 run-1
90 0 AP890216-0133  271 0.07951763 run-1
90 0 AP891203-0029  272 0.07951763 run-1
90 0 AP891206-0195  273 0.07951763 run-1
90 0 AP891214-0227  274 0.07951763 run-1
90 0 AP890906-0247  275 0.07951763 run-1
90 0 AP890917-0016  276 0.07951763 run-1
90 0 AP890428-0215  277 0.07951763 run-1
90 0 AP891002-0151  278 0.07951763 run-1
90 0 AP891010-0254  279 0.079335645 run-1
90 0 AP890111-0254  280 0.079335645 run-1
90 0 AP890204-0019  281 0.079335645 run-1
90 0 AP891125-0023  282 0.079335645 run-1
90 0 AP891128-0119  283 0.079335645 run-1
90 0 AP890303-0144  284 0.079335645 run-1
90 0 AP891220-0176  285 0.079335645 run-1
90 0 AP890328-0168  286 0.079335645 run-1
90 0 AP890824-0077  287 0.079335645 run-1
90 0 AP890906-0022  288 0.079335645 run-1
90 0 AP890917-0062  289 0.079335645 run-1
90 0 AP890429-0043  290 0.079335645 run-1
90 0 AP890511-0282  291 0.079335645 run-1
90 0 AP890523-0161  292 0.07789483 run-1
90 0 AP890209-0080  293 0.07789483 run-1
90 0 AP890720-0096  294 0.07789483 run-1
90 0 AP891209-0118  295 0.07789483 run-1
90 0 AP891226-0209  296 0.07789483 run-1
90 0 AP890321-0003  297 0.07789483 run-1
90 0 AP890415-0076  298 0.07789483 run-1
90 0 AP890905-0226  299 0.07789483 run-1
90 0 AP891016-0232  300 0.07773343 run-1
90 0 AP890713-0235  301 0.07773343 run-1
90 0 AP890519-0229  302 0.07771655 run-1
90 0 AP890520-0088  303 0.07771655 run-1
90 0 AP890107-0076  304 0.07771655 run-1
90 0 AP891016-0282  305 0.07771655 run-1
90 0 AP890112-0238  306 0.07771655 run-1
90 0 AP890602-0148  307 0.07771655 run-1
90 0 AP890116-0144  308 0.07771655 run-1
90 0 AP891025-0282  309 0.07771655 run-1
90 0 AP890125-0294  310 0.07771655 run-1
90 0 AP890626-0107  311 0.07771655 run-1
90 0 AP890627-0250  312 0.07771655 run-1
90 0 AP890630-0280  313 0.07771655 run-1
90 0 AP890227-0143  314 0.07771655 run-1
90 0 AP890307-0269  315 0.07771655 run-1
90 0 AP890311-0121  316 0.07771655 run-1
90 0 AP890323-0192  317 0.07771655 run-1
90 0 AP890325-0043  318 0.07771655 run-1
90 0 AP890816-0094  319 0.07771655 run-1
90 0 AP890828-0251  320 0.07771655 run-1
90 0 AP890901-0248  321 0.07771655 run-1
90 0 AP890906-0267  322 0.07771655 run-1
90 0 AP890422-0034  323 0.07771655 run-1
90 0 AP890423-0071  324 0.07771655 run-1
90 0 AP890516-0261  325 0.07771655 run-1
90 0 AP890107-0106  326 0.07694671 run-1
90 0 AP890622-0332  327 0.07694671 run-1
90 0 AP890214-0108  328 0.07694671 run-1
90 0 AP890219-0024  329 0.07694671 run-1
90 0 AP890503-0143  330 0.07694671 run-1
90 0 AP890405-0207  331 0.076457255 run-1
90 0 AP890621-0222  332 0.07483816 run-1
90 0 AP890626-0009  333 0.07483816 run-1
90 0 AP890613-0150  334 0.07386885 run-1
90 0 AP890103-0218  335 0.073605485 run-1
90 0 AP890607-0023  336 0.073605485 run-1
90 0 AP890424-0055  337 0.0730264 run-1
90 0 AP890426-0161  338 0.0730264 run-1
90 0 AP890506-0105  339 0.0730264 run-1
90 0 AP891003-0263  340 0.0730264 run-1
90 0 AP891011-0267  341 0.0724554 run-1
90 0 AP890102-0151  342 0.07195977 run-1
90 0 AP891010-0267  343 0.07195977 run-1
90 0 AP890104-0094  344 0.07195977 run-1
90 0 AP890104-0230  345 0.07195977 run-1
90 0 AP891013-0172  346 0.07195977 run-1
90 0 AP890526-0259  347 0.07195977 run-1
90 0 AP891024-0272  348 0.07195977 run-1
90 0 AP891026-0276  349 0.07195977 run-1
90 0 AP890124-0038  350 0.07195977 run-1
90 0 AP891101-0275  351 0.07195977 run-1
90 0 AP891102-0292  352 0.07195977 run-1
90 0 AP890130-0245  353 0.07195977 run-1
90 0 AP890130-0247  354 0.07195977 run-1
90 0 AP890620-0260  355 0.07195977 run-1
90 0 AP891108-0099  356 0.07195977 run-1
90 0 AP891113-0252  357 0.07195977 run-1
90 0 AP890630-0192  358 0.07195977 run-1
90 0 AP890211-0121  359 0.07195977 run-1
90 0 AP890706-0270  360 0.07195977 run-1
90 0 AP891125-0042  361 0.07195977 run-1
90 0 AP890715-0097  362 0.07195977 run-1
90 0 AP890718-0270  363 0.07195977 run-1
90 0 AP890227-0321  364 0.07195977 run-1
90 0 AP890303-0093  365 0.07195977 run-1
90 0 AP890725-0252  366 0.07195977 run-1
90 0 AP890725-0299  367 0.07195977 run-1
90 0 AP890731-0270  368 0.07195977 run-1
90 0 AP890804-0176  369 0.07195977 run-1
90 0 AP891229-0199  370 0.07195977 run-1
90 0 AP890814-0245  371 0.07195977 run-1
90 0 AP890325-0143  372 0.07195977 run-1
90 0 AP890815-0249  373 0.07195977 run-1
90 0 AP890822-0244  374 0.07195977 run-1
90 0 AP890829-0243  375 0.07195977 run-1
90 0 AP890831-0086  376 0.07195977 run-1
90 0 AP890415-0052  377 0.07195977 run-1
90 0 AP890420-0092  378 0.07195977 run-1
90 0 AP890915-0271  379 0.07195977 run-1
90 0 AP890916-0105  380 0.07195977 run-1
90 0 AP890506-0146  381 0.07195977 run-1
90 0 AP890508-0291  382 0.07195977 run-1
90 0 AP891005-0279  383 0.07195977 run-1
90 0 AP891025-0277  384 0.07124017 run-1
90 0 AP890627-0018  385 0.07124017 run-1
90 0 AP890630-0022  386 0.07124017 run-1
90 0 AP890702-0064  387 0.07124017 run-1
90 0 AP890803-0252  388 0.07124017 run-1
90 0 AP890324-0123  389 0.07124017 run-1
90 0 AP890328-0022  390 0.07124017 run-1
90 0 AP890407-0203  391 0.07124017 run-1
90 0 AP890418-0029  392 0.07124017 run-1
90 0 AP890424-0297  393 0.07124017 run-1
90 0 AP890427-0156  394 0.07124017 run-1
90 0 AP890505-0251  395 0.07124017 run-1
90 0 AP890530-0130  396 0.07053449 run-1
90 0 AP891010-0253  397 0.07052057 run-1
90 0 AP890111-0093  398 0.07052057 run-1
90 0 AP890530-0251  399 0.07052057 run-1
90 0 AP891025-0293  400 0.07052057 run-1
90 0 AP891030-0078  401 0.07052057 run-1
90 0 AP890628-0250  402 0.07052057 run-1
90 0 AP890210-0210  403 0.07052057 run-1
90 0 AP890211-0074  404 0.07052057 run-1
90 0 AP890712-0174  405 0.07052057 run-1
90 0 AP890722-0001  406 0.07052057 run-1
90 0 AP890727-0237  407 0.07052057 run-1
90 0 AP891218-0278  408 0.07052057 run-1
90 0 AP890315-0077  409 0.07052057 run-1
90 0 AP890318-0171  410 0.07052057 run-1
90 0 AP890810-0249  411 0.07052057 run-1
90 0 AP890401-0073  412 0.07052057 run-1
90 0 AP890404-0114  413 0.07052057 run-1
90 0 AP890405-0272  414 0.07052057 run-1
90 0 AP890420-0277  415 0.07052057 run-1
90 0 AP890507-0038  416 0.07052057 run-1
90 0 AP890508-0253  417 0.07052057 run-1
90 0 AP891002-0299  418 0.07052057 run-1
90 0 AP890517-0282  419 0.07052057 run-1
90 0 AP890518-0249  420 0.07052057 run-1
90 0 AP890606-0207  421 0.07044275 run-1
90 0 AP890704-0171  422 0.07044275 run-1
90 0 AP890725-0277  423 0.06996009 run-1
90 0 AP890309-0223  424 0.06996009 run-1
90 0 AP890106-0012  425 0.06957793 run-1
90 0 AP890524-0214  426 0.06957793 run-1
90 0 AP890130-0121  427 0.06957793 run-1
90 0 AP890131-0166  428 0.06957793 run-1
90 0 AP890623-0208  429 0.06957793 run-1
90 0 AP890225-0037  430 0.06957793 run-1
90 0 AP890906-0280  431 0.06957793 run-1
90 0 AP890425-0147  432 0.06957793 run-1
90 0 AP891017-0243  433 0.06909638 run-1
90 0 AP891206-0187  434 0.06909638 run-1
90 0 AP890101-0050  435 0.06908137 run-1
90 0 AP890103-0067  436 0.06908137 run-1
90 0 AP890530-0248  437 0.06908137 run-1
90 0 AP890531-0294  438 0.06908137 run-1
90 0 AP890113-0267  439 0.06908137 run-1
90 0 AP890603-0132  440 0.06908137 run-1
90 0 AP890125-0312  441 0.06908137 run-1
90 0 AP891102-0082  442 0.06908137 run-1
90 0 AP890615-0165  443 0.06908137 run-1
90 0 AP890202-0286  444 0.06908137 run-1
90 0 AP891110-0273  445 0.06908137 run-1
90 0 AP890626-0279  446 0.06908137 run-1
90 0 AP890704-0122  447 0.06908137 run-1
90 0 AP890709-0042  448 0.06908137 run-1
90 0 AP891206-0207  449 0.06908137 run-1
90 0 AP890302-0094  450 0.06908137 run-1
90 0 AP890303-0049  451 0.06908137 run-1
90 0 AP890724-0267  452 0.06908137 run-1
90 0 AP890727-0289  453 0.06908137 run-1
90 0 AP890803-0306  454 0.06908137 run-1
90 0 AP890815-0106  455 0.06908137 run-1
90 0 AP890401-0065  456 0.06908137 run-1
90 0 AP890404-0212  457 0.06908137 run-1
90 0 AP890407-0309  458 0.06908137 run-1
90 0 AP890831-0022  459 0.06908137 run-1
90 0 AP890901-0075  460 0.06908137 run-1
90 0 AP890907-0286  461 0.06908137 run-1
90 0 AP890908-0227  462 0.06908137 run-1
90 0 AP890914-0039  463 0.06908137 run-1
90 0 AP890917-0011  464 0.06908137 run-1
90 0 AP890508-0278  465 0.06908137 run-1
90 0 AP890929-0094  466 0.06908137 run-1
90 0 AP891003-0262  467 0.06908137 run-1
90 0 AP890519-0164  468 0.06908137 run-1
90 0 AP890627-0123  469 0.06746228 run-1
90 0 AP890711-0124  470 0.06746228 run-1
90 0 AP890328-0111  471 0.06746228 run-1
90 0 AP890419-0085  472 0.06746228 run-1
90 0 AP890426-0210  473 0.06746228 run-1
90 0 AP890414-0235  474 0.06620298 run-1
90 0 AP890116-0197  475 0.0656612 run-1
90 0 AP890119-0190  476 0.0656612 run-1
90 0 AP890320-0071  477 0.0656612 run-1
90 0 AP890417-0258  478 0.0656612 run-1
90 0 AP890517-0267  479 0.0656612 run-1
90 0 AP890520-0035  480 0.06491236 run-1
90 0 AP890107-0081  481 0.06491236 run-1
90 0 AP890112-0131  482 0.06491236 run-1
90 0 AP891023-0046  483 0.06491236 run-1
90 0 AP890607-0254  484 0.06491236 run-1
90 0 AP890614-0129  485 0.06491236 run-1
90 0 AP890202-0285  486 0.06491236 run-1
90 0 AP890211-0006  487 0.06491236 run-1
90 0 AP890719-0092  488 0.06491236 run-1
90 0 AP891209-0051  489 0.06491236 run-1
90 0 AP891213-0076  490 0.06491236 run-1
90 0 AP890308-0288  491 0.06491236 run-1
90 0 AP890416-0028  492 0.06491236 run-1
90 0 AP890327-0244  493 0.064836495 run-1
90 0 AP890611-0034  494 0.06477786 run-1
90 0 AP890802-0277  495 0.06477786 run-1
90 0 AP890501-0260  496 0.06477786 run-1
90 0 AP890524-0196  497 0.06476379 run-1
90 0 AP890605-0052  498 0.06476379 run-1
90 0 AP890126-0288  499 0.06476379 run-1
90 0 AP891103-0267  500 0.06476379 run-1
90 0 AP890620-0155  501 0.06476379 run-1
90 0 AP890217-0194  502 0.06476379 run-1
90 0 AP890725-0270  503 0.06476379 run-1
90 0 AP890308-0294  504 0.06476379 run-1
90 0 AP890806-0006  505 0.06476379 run-1
90 0 AP891228-0212  506 0.06476379 run-1
90 0 AP891229-0031  507 0.06476379 run-1
90 0 AP891229-0229  508 0.06476379 run-1
90 0 AP890327-0116  509 0.06476379 run-1
90 0 AP890329-0107  510 0.06476379 run-1
90 0 AP890406-0249  511 0.06476379 run-1
90 0 AP890418-0007  512 0.06476379 run-1
90 0 AP890420-0270  513 0.06476379 run-1
90 0 AP890909-0104  514 0.06476379 run-1
90 0 AP890421-0236  515 0.06476379 run-1
90 0 AP890422-0125  516 0.06476379 run-1
90 0 AP890424-0289  517 0.06476379 run-1
90 0 AP890426-0288  518 0.06476379 run-1
90 0 AP890507-0084  519 0.06476379 run-1
90 0 AP890928-0272  520 0.06476379 run-1
90 0 AP890513-0132  521 0.06476379 run-1
90 0 AP890921-0278  522 0.06469232 run-1
90 0 AP890222-0232  523 0.06463524 run-1
90 0 AP890123-0093  524 0.0635133 run-1
90 0 AP890319-0059  525 0.0635133 run-1
90 0 AP890413-0148  526 0.0635133 run-1
90 0 AP890911-0235  527 0.0635133 run-1
90 0 AP890627-0008  528 0.06332459 run-1
90 0 AP890326-0081  529 0.06332459 run-1
90 0 AP890408-0109  530 0.06332459 run-1
90 0 AP890418-0236  531 0.06332459 run-1
90 0 AP891010-0226  532 0.0629648 run-1
90 0 AP890718-0177  533 0.0629648 run-1
90 0 AP890411-0241  534 0.0629648 run-1
90 0 AP890509-0275  535 0.0629648 run-1
90 0 AP890613-0252  536 0.06283982 run-1
90 0 AP890817-0220  537 0.06283982 run-1
90 0 AP890823-0115  538 0.06283982 run-1
90 0 AP890828-0140  539 0.06283982 run-1
90 0 AP891011-0133  540 0.062186744 run-1
90 0 AP890606-0056  541 0.062186744 run-1
90 0 AP891102-0264  542 0.062186744 run-1
90 0 AP890707-0239  543 0.062186744 run-1
90 0 AP890720-0190  544 0.062186744 run-1
90 0 AP890407-0301  545 0.062186744 run-1
90 0 AP890411-0225  546 0.062186744 run-1
90 0 AP890830-0225  547 0.062186744 run-1
90 0 AP891009-0021  548 0.062186744 run-1
90 0 AP890524-0195  549 0.0617055 run-1
90 0 AP891128-0194  550 0.0617055 run-1
90 0 AP890303-0079  551 0.0617055 run-1
90 0 AP890328-0060  552 0.0617055 run-1
90 0 AP890329-0232  553 0.0617055 run-1
90 0 AP890824-0250  554 0.0617055 run-1
90 0 AP890908-0269  555 0.0617055 run-1
90 0 AP890913-0157  556 0.0617055 run-1
90 0 AP890506-0127  557 0.0617055 run-1
90 0 AP890520-0037  558 0.060855333 run-1
90 0 AP891030-0294  559 0.060855333 run-1
90 0 AP890127-0159  560 0.060855333 run-1
90 0 AP890626-0004  561 0.060855333 run-1
90 0 AP890627-0027  562 0.060855333 run-1
90 0 AP890215-0237  563 0.060855333 run-1
90 0 AP890216-0104  564 0.060855333 run-1
90 0 AP890709-0020  565 0.060855333 run-1
90 0 AP890225-0150  566 0.060855333 run-1
90 0 AP890725-0164  567 0.060855333 run-1
90 0 AP891214-0239  568 0.060855333 run-1
90 0 AP890819-0034  569 0.060855333 run-1
90 0 AP890405-0161  570 0.060855333 run-1
90 0 AP890405-0250  571 0.060855333 run-1
90 0 AP890909-0058  572 0.060855333 run-1
90 0 AP890910-0072  573 0.060855333 run-1
90 0 AP890501-0262  574 0.060855333 run-1
90 0 AP891004-0082  575 0.060855333 run-1
90 0 AP890525-0091  576 0.05963823 run-1
90 0 AP891112-0045  577 0.05963823 run-1
90 0 AP890309-0078  578 0.05963823 run-1
90 0 AP890426-0097  579 0.05963823 run-1
90 0 AP890501-0146  580 0.05963823 run-1
90 0 AP890507-0047  581 0.05963823 run-1
90 0 AP890624-0138  582 0.05846731 run-1
90 0 AP890711-0221  583 0.05846731 run-1
90 0 AP890509-0278  584 0.05846731 run-1
90 0 AP890512-0194  585 0.05846731 run-1
90 0 AP890107-0035  586 0.05842112 run-1
90 0 AP890525-0150  587 0.05842112 run-1
90 0 AP890108-0088  588 0.05842112 run-1
90 0 AP891028-0101  589 0.05842112 run-1
90 0 AP890613-0110  590 0.05842112 run-1
90 0 AP890130-0141  591 0.05842112 run-1
90 0 AP890202-0075  592 0.05842112 run-1
90 0 AP890624-0076  593 0.05842112 run-1
90 0 AP890214-0066  594 0.05842112 run-1
90 0 AP890708-0145  595 0.05842112 run-1
90 0 AP890302-0116  596 0.05842112 run-1
90 0 AP890308-0272  597 0.05842112 run-1
90 0 AP890811-0145  598 0.05842112 run-1
90 0 AP890413-0131  599 0.05842112 run-1
90 0 AP890420-0141  600 0.05842112 run-1
90 0 AP890926-0090  601 0.05842112 run-1
90 0 AP890508-0286  602 0.05842112 run-1
90 0 AP890927-0180  603 0.05842112 run-1
90 0 AP890509-0124  604 0.05842112 run-1
90 0 AP890201-0171  605 0.058287412 run-1
90 0 AP891110-0030  606 0.058287412 run-1
90 0 AP890710-0142  607 0.058287412 run-1
90 0 AP891127-0197  608 0.058287412 run-1
90 0 AP891208-0124  609 0.058287412 run-1
90 0 AP890228-0236  610 0.058287412 run-1
90 0 AP890725-0219  611 0.058287412 run-1
90 0 AP890816-0057  612 0.058287412 run-1
90 0 AP890408-0031  613 0.058287412 run-1
90 0 AP890421-0276  614 0.058287412 run-1
90 0 AP890915-0194  615 0.058287412 run-1
90 0 AP890429-0032  616 0.058287412 run-1
90 0 AP890429-0087  617 0.058287412 run-1
90 0 AP890923-0049  618 0.058287412 run-1
90 0 AP890508-0063  619 0.058287412 run-1
90 0 AP890512-0248  620 0.058287412 run-1
90 0 AP890518-0277  621 0.058287412 run-1
90 0 AP890522-0015  622 0.057710037 run-1
90 0 AP890203-0011  623 0.057710037 run-1
90 0 AP890524-0310  624 0.057567813 run-1
90 0 AP891018-0054  625 0.057567813 run-1
90 0 AP891019-0327  626 0.057567813 run-1
90 0 AP890114-0157  627 0.057567813 run-1
90 0 AP890605-0157  628 0.057567813 run-1
90 0 AP890609-0269  629 0.057567813 run-1
90 0 AP890614-0273  630 0.057567813 run-1
90 0 AP890615-0286  631 0.057567813 run-1
90 0 AP890620-0139  632 0.057567813 run-1
90 0 AP890131-0291  633 0.057567813 run-1
90 0 AP890201-0283  634 0.057567813 run-1
90 0 AP890202-0024  635 0.057567813 run-1
90 0 AP890203-0276  636 0.057567813 run-1
90 0 AP890626-0019  637 0.057567813 run-1
90 0 AP890627-0258  638 0.057567813 run-1
90 0 AP891129-0288  639 0.057567813 run-1
90 0 AP891203-0041  640 0.057567813 run-1
90 0 AP890724-0088  641 0.057567813 run-1
90 0 AP891213-0061  642 0.057567813 run-1
90 0 AP890729-0049  643 0.057567813 run-1
90 0 AP890729-0052  644 0.057567813 run-1
90 0 AP890320-0310  645 0.057567813 run-1
90 0 AP890403-0152  646 0.057567813 run-1
90 0 AP890407-0066  647 0.057567813 run-1
90 0 AP890407-0149  648 0.057567813 run-1
90 0 AP890825-0249  649 0.057567813 run-1
90 0 AP890411-0230  650 0.057567813 run-1
90 0 AP890414-0039  651 0.057567813 run-1
90 0 AP890418-0049  652 0.057567813 run-1
90 0 AP890907-0301  653 0.057567813 run-1
90 0 AP890502-0162  654 0.057567813 run-1
90 0 AP890926-0274  655 0.057567813 run-1
90 0 AP890508-0222  656 0.057567813 run-1
90 0 AP891129-0277  657 0.057504285 run-1
90 0 AP890310-0345  658 0.057504285 run-1
90 0 AP890922-0253  659 0.057504285 run-1
90 0 AP890519-0176  660 0.056456268 run-1
90 0 AP891207-0201  661 0.056456268 run-1
90 0 AP890814-0039  662 0.056456268 run-1
90 0 AP890111-0266  663 0.0563542 run-1
90 0 AP890123-0309  664 0.0563542 run-1
