51 0 AP890908-0122  1 0.21424866 myalgo-run-1
99 0 AP890118-0216  771 0.03454422 myalgo-run-1
99 0 AP890818-0162  772 0.03454422 myalgo-run-1
99 0 AP890330-0096  773 0.03454422 myalgo-run-1
99 0 AP890124-0008  774 0.03454422 myalgo-run-1
99 0 AP890405-0063  775 0.03454422 myalgo-run-1
99 0 AP891101-0096  776 0.03454422 myalgo-run-1
99 0 AP890407-0006  777 0.03454422 myalgo-run-1
99 0 AP890126-0010  778 0.03454422 myalgo-run-1
99 0 AP890407-0120  779 0.03454422 myalgo-run-1
99 0 AP890127-0122  780 0.03454422 myalgo-run-1
99 0 AP890617-0040  781 0.03454422 myalgo-run-1
99 0 AP891104-0046  782 0.03454422 myalgo-run-1
99 0 AP890128-0049  783 0.03454422 myalgo-run-1
99 0 AP891105-0014  784 0.03454422 myalgo-run-1
99 0 AP890619-0078  785 0.03454422 myalgo-run-1
99 0 AP890412-0030  786 0.03454422 myalgo-run-1
99 0 AP890620-0169  787 0.03454422 myalgo-run-1
99 0 AP890622-0008  788 0.03454422 myalgo-run-1
99 0 AP890622-0113  789 0.03454422 myalgo-run-1
99 0 AP890903-0004  790 0.03454422 myalgo-run-1
99 0 AP890202-0075  791 0.03454422 myalgo-run-1
99 0 AP890906-0162  792 0.03454422 myalgo-run-1
99 0 AP890908-0183  793 0.03454422 myalgo-run-1
99 0 AP890629-0071  794 0.03454422 myalgo-run-1
99 0 AP891127-0162  795 0.03454422 myalgo-run-1
99 0 AP890221-0036  796 0.03454422 myalgo-run-1
99 0 AP891201-0045  797 0.03454422 myalgo-run-1
99 0 AP890505-0200  798 0.03454422 myalgo-run-1
99 0 AP890505-0230  799 0.03454422 myalgo-run-1
99 0 AP890717-0053  800 0.03454422 myalgo-run-1
99 0 AP890226-0014  801 0.03454422 myalgo-run-1
99 0 AP890928-0127  802 0.03454422 myalgo-run-1
99 0 AP890510-0079  803 0.03454422 myalgo-run-1
99 0 AP891208-0178  804 0.03454422 myalgo-run-1
99 0 AP890301-0186  805 0.03454422 myalgo-run-1
99 0 AP890513-0148  806 0.03454422 myalgo-run-1
99 0 AP890514-0079  807 0.03454422 myalgo-run-1
99 0 AP890305-0012  808 0.03454422 myalgo-run-1
99 0 AP890308-0136  809 0.03454422 myalgo-run-1
99 0 AP890105-0197  810 0.03441376 myalgo-run-1
99 0 AP891013-0050  811 0.03441376 myalgo-run-1
99 0 AP890804-0059  812 0.03441376 myalgo-run-1
99 0 AP890109-0166  813 0.03441376 myalgo-run-1
99 0 AP891229-0035  814 0.03441376 myalgo-run-1
99 0 AP890610-0068  815 0.03441376 myalgo-run-1
99 0 AP891031-0248  816 0.03441376 myalgo-run-1
99 0 AP890614-0190  817 0.03441376 myalgo-run-1
99 0 AP890614-0247  818 0.03441376 myalgo-run-1
99 0 AP890614-0280  819 0.03441376 myalgo-run-1
99 0 AP890619-0257  820 0.03441376 myalgo-run-1
99 0 AP890831-0103  821 0.03441376 myalgo-run-1
99 0 AP890831-0265  822 0.03441376 myalgo-run-1
99 0 AP890621-0241  823 0.03441376 myalgo-run-1
99 0 AP890903-0017  824 0.03441376 myalgo-run-1
99 0 AP890202-0257  825 0.03441376 myalgo-run-1
99 0 AP890202-0294  826 0.03441376 myalgo-run-1
99 0 AP890627-0202  827 0.03441376 myalgo-run-1
99 0 AP890421-0104  828 0.03441376 myalgo-run-1
99 0 AP891117-0208  829 0.03441376 myalgo-run-1
99 0 AP890704-0092  830 0.03441376 myalgo-run-1
99 0 AP890711-0197  831 0.03441376 myalgo-run-1
99 0 AP890928-0205  832 0.03441376 myalgo-run-1
99 0 AP890929-0028  833 0.03441376 myalgo-run-1
99 0 AP891003-0255  834 0.03441376 myalgo-run-1
99 0 AP890519-0015  835 0.03441376 myalgo-run-1
99 0 AP890519-0100  836 0.03441376 myalgo-run-1
99 0 AP890519-0227  837 0.03372548 myalgo-run-1
99 0 AP891221-0133  838 0.03372548 myalgo-run-1
99 0 AP890316-0099  839 0.03372548 myalgo-run-1
99 0 AP890110-0111  840 0.03372548 myalgo-run-1
99 0 AP891017-0277  841 0.03372548 myalgo-run-1
99 0 AP891019-0182  842 0.03372548 myalgo-run-1
99 0 AP890117-0136  843 0.03372548 myalgo-run-1
99 0 AP891024-0158  844 0.03372548 myalgo-run-1
99 0 AP890327-0074  845 0.03372548 myalgo-run-1
99 0 AP890607-0183  846 0.03372548 myalgo-run-1
99 0 AP890329-0262  847 0.03372548 myalgo-run-1
99 0 AP891101-0059  848 0.03372548 myalgo-run-1
99 0 AP891107-0170  849 0.03372548 myalgo-run-1
99 0 AP891107-0179  850 0.03372548 myalgo-run-1
99 0 AP890901-0013  851 0.03372548 myalgo-run-1
99 0 AP890906-0118  852 0.03372548 myalgo-run-1
99 0 AP891114-0159  853 0.03372548 myalgo-run-1
99 0 AP890908-0023  854 0.03372548 myalgo-run-1
99 0 AP890207-0245  855 0.03372548 myalgo-run-1
99 0 AP891115-0232  856 0.03372548 myalgo-run-1
99 0 AP890422-0042  857 0.03372548 myalgo-run-1
99 0 AP890425-0260  858 0.03372548 myalgo-run-1
99 0 AP890704-0095  859 0.03372548 myalgo-run-1
99 0 AP890214-0015  860 0.03372548 myalgo-run-1
99 0 AP890214-0033  861 0.03372548 myalgo-run-1
99 0 AP890501-0110  862 0.03372548 myalgo-run-1
99 0 AP890712-0261  863 0.03372548 myalgo-run-1
99 0 AP890504-0173  864 0.03372548 myalgo-run-1
99 0 AP890505-0119  865 0.03372548 myalgo-run-1
99 0 AP890925-0277  866 0.03372548 myalgo-run-1
99 0 AP891206-0195  867 0.03372548 myalgo-run-1
99 0 AP890227-0302  868 0.03372548 myalgo-run-1
99 0 AP890303-0052  869 0.03372548 myalgo-run-1
99 0 AP890303-0089  870 0.03372548 myalgo-run-1
99 0 AP890728-0083  871 0.03372548 myalgo-run-1
99 0 AP890309-0267  872 0.03372548 myalgo-run-1
99 0 AP890102-0039  873 0.03319301 myalgo-run-1
99 0 AP890102-0103  874 0.03319301 myalgo-run-1
99 0 AP890314-0249  875 0.03319301 myalgo-run-1
99 0 AP890112-0197  876 0.03319301 myalgo-run-1
99 0 AP890603-0045  877 0.03319301 myalgo-run-1
99 0 AP890401-0018  878 0.03319301 myalgo-run-1
99 0 AP891030-0166  879 0.03319301 myalgo-run-1
99 0 AP890406-0076  880 0.03319301 myalgo-run-1
99 0 AP891109-0088  881 0.03319301 myalgo-run-1
99 0 AP890902-0160  882 0.03319301 myalgo-run-1
99 0 AP890302-0072  883 0.03319301 myalgo-run-1
99 0 AP891212-0264  884 0.03319301 myalgo-run-1
99 0 AP891011-0258  885 0.033037208 myalgo-run-1
99 0 AP890803-0142  886 0.033037208 myalgo-run-1
99 0 AP890110-0165  887 0.033037208 myalgo-run-1
99 0 AP890808-0024  888 0.033037208 myalgo-run-1
99 0 AP890324-0136  889 0.033037208 myalgo-run-1
99 0 AP891024-0207  890 0.033037208 myalgo-run-1
99 0 AP890118-0178  891 0.033037208 myalgo-run-1
99 0 AP890818-0074  892 0.033037208 myalgo-run-1
99 0 AP890124-0247  893 0.033037208 myalgo-run-1
99 0 AP890614-0238  894 0.033037208 myalgo-run-1
99 0 AP890407-0032  895 0.033037208 myalgo-run-1
99 0 AP890619-0002  896 0.033037208 myalgo-run-1
99 0 AP890622-0211  897 0.033037208 myalgo-run-1
99 0 AP891110-0186  898 0.033037208 myalgo-run-1
99 0 AP890907-0260  899 0.033037208 myalgo-run-1
99 0 AP890419-0263  900 0.033037208 myalgo-run-1
99 0 AP890215-0259  901 0.033037208 myalgo-run-1
99 0 AP890428-0151  902 0.033037208 myalgo-run-1
99 0 AP890429-0026  903 0.033037208 myalgo-run-1
99 0 AP891126-0062  904 0.033037208 myalgo-run-1
99 0 AP890218-0056  905 0.033037208 myalgo-run-1
99 0 AP890711-0135  906 0.033037208 myalgo-run-1
99 0 AP890922-0213  907 0.033037208 myalgo-run-1
99 0 AP890222-0282  908 0.033037208 myalgo-run-1
99 0 AP890504-0188  909 0.033037208 myalgo-run-1
99 0 AP890924-0088  910 0.033037208 myalgo-run-1
99 0 AP891203-0005  911 0.033037208 myalgo-run-1
99 0 AP890717-0165  912 0.033037208 myalgo-run-1
99 0 AP891206-0006  913 0.033037208 myalgo-run-1
99 0 AP890724-0191  914 0.033037208 myalgo-run-1
99 0 AP890518-0141  915 0.033037208 myalgo-run-1
99 0 AP890728-0087  916 0.033037208 myalgo-run-1
99 0 AP890109-0018  917 0.03292718 myalgo-run-1
99 0 AP890809-0187  918 0.03292718 myalgo-run-1
99 0 AP890112-0012  919 0.03292718 myalgo-run-1
99 0 AP890120-0183  920 0.03292718 myalgo-run-1
99 0 AP890609-0093  921 0.03292718 myalgo-run-1
99 0 AP890623-0120  922 0.03292718 myalgo-run-1
99 0 AP890623-0131  923 0.03292718 myalgo-run-1
99 0 AP890417-0182  924 0.03292718 myalgo-run-1
99 0 AP890916-0017  925 0.03292718 myalgo-run-1
99 0 AP891124-0058  926 0.03292718 myalgo-run-1
99 0 AP891125-0135  927 0.03292718 myalgo-run-1
99 0 AP890711-0139  928 0.03292718 myalgo-run-1
99 0 AP891130-0150  929 0.03292718 myalgo-run-1
99 0 AP890223-0215  930 0.03292718 myalgo-run-1
99 0 AP890926-0182  931 0.03292718 myalgo-run-1
99 0 AP890302-0244  932 0.03292718 myalgo-run-1
99 0 AP890303-0123  933 0.03292718 myalgo-run-1
99 0 AP890515-0163  934 0.03292718 myalgo-run-1
99 0 AP890306-0130  935 0.03292718 myalgo-run-1
99 0 AP891215-0025  936 0.03292718 myalgo-run-1
99 0 AP890105-0040  937 0.032723393 myalgo-run-1
99 0 AP890807-0027  938 0.032723393 myalgo-run-1
99 0 AP890320-0187  939 0.032723393 myalgo-run-1
99 0 AP890814-0156  940 0.032723393 myalgo-run-1
99 0 AP890117-0055  941 0.032723393 myalgo-run-1
99 0 AP891026-0205  942 0.032723393 myalgo-run-1
99 0 AP890611-0062  943 0.032723393 myalgo-run-1
99 0 AP890823-0086  944 0.032723393 myalgo-run-1
99 0 AP891101-0172  945 0.032723393 myalgo-run-1
99 0 AP891102-0169  946 0.032723393 myalgo-run-1
99 0 AP890408-0099  947 0.032723393 myalgo-run-1
99 0 AP890828-0160  948 0.032723393 myalgo-run-1
99 0 AP890828-0176  949 0.032723393 myalgo-run-1
99 0 AP891106-0102  950 0.032723393 myalgo-run-1
99 0 AP890413-0002  951 0.032723393 myalgo-run-1
99 0 AP890206-0001  952 0.032723393 myalgo-run-1
99 0 AP890207-0184  953 0.032723393 myalgo-run-1
99 0 AP890215-0188  954 0.032723393 myalgo-run-1
99 0 AP890715-0117  955 0.032723393 myalgo-run-1
99 0 AP890227-0136  956 0.032723393 myalgo-run-1
99 0 AP890718-0171  957 0.032723393 myalgo-run-1
99 0 AP890929-0159  958 0.032723393 myalgo-run-1
99 0 AP890725-0032  959 0.032723393 myalgo-run-1
99 0 AP890309-0090  960 0.032723393 myalgo-run-1
99 0 AP890113-0185  961 0.03241505 myalgo-run-1
99 0 AP891106-0079  962 0.03241505 myalgo-run-1
99 0 AP890313-0129  963 0.032410037 myalgo-run-1
99 0 AP890805-0095  964 0.032410037 myalgo-run-1
99 0 AP891023-0118  965 0.032410037 myalgo-run-1
99 0 AP890814-0126  966 0.032410037 myalgo-run-1
99 0 AP890815-0134  967 0.032410037 myalgo-run-1
99 0 AP890328-0155  968 0.032410037 myalgo-run-1
99 0 AP891030-0223  969 0.032410037 myalgo-run-1
99 0 AP891102-0115  970 0.032410037 myalgo-run-1
99 0 AP890211-0113  971 0.032410037 myalgo-run-1
99 0 AP890212-0087  972 0.032410037 myalgo-run-1
99 0 AP890222-0119  973 0.032410037 myalgo-run-1
99 0 AP891201-0017  974 0.032410037 myalgo-run-1
99 0 AP890505-0121  975 0.032410037 myalgo-run-1
99 0 AP890224-0228  976 0.032410037 myalgo-run-1
99 0 AP891210-0049  977 0.032410037 myalgo-run-1
99 0 AP890302-0081  978 0.032410037 myalgo-run-1
99 0 AP890302-0230  979 0.032410037 myalgo-run-1
99 0 AP890308-0153  980 0.032410037 myalgo-run-1
99 0 AP890730-0075  981 0.03215545 myalgo-run-1
99 0 AP890420-0084  982 0.03215545 myalgo-run-1
99 0 AP890221-0168  983 0.03215545 myalgo-run-1
99 0 AP890505-0144  984 0.03215545 myalgo-run-1
99 0 AP890608-0163  985 0.031956438 myalgo-run-1
99 0 AP891028-0153  986 0.031956438 myalgo-run-1
99 0 AP891031-0086  987 0.031956438 myalgo-run-1
99 0 AP890126-0018  988 0.031956438 myalgo-run-1
99 0 AP891103-0085  989 0.031956438 myalgo-run-1
99 0 AP890828-0043  990 0.031956438 myalgo-run-1
99 0 AP890213-0012  991 0.031956438 myalgo-run-1
99 0 AP890102-0089  992 0.031761836 myalgo-run-1
99 0 AP890311-0023  993 0.031761836 myalgo-run-1
99 0 AP891220-0162  994 0.031761836 myalgo-run-1
99 0 AP890105-0092  995 0.031761836 myalgo-run-1
99 0 AP890802-0155  996 0.031761836 myalgo-run-1
99 0 AP891223-0081  997 0.031761836 myalgo-run-1
99 0 AP890803-0177  998 0.031761836 myalgo-run-1
99 0 AP891225-0058  999 0.031761836 myalgo-run-1
99 0 AP890804-0012  1000 0.031761836 myalgo-run-1
100 0 AP891030-0082  1 0.25161427 myalgo-run-1
100 0 AP891128-0223  2 0.24468641 myalgo-run-1
100 0 AP891117-0260  3 0.21392582 myalgo-run-1
100 0 AP890207-0122  4 0.18671069 myalgo-run-1
100 0 AP890501-0272  5 0.17897063 myalgo-run-1
100 0 AP890502-0260  6 0.17897063 myalgo-run-1
100 0 AP890721-0214  7 0.174776 myalgo-run-1
100 0 AP891207-0241  8 0.16270916 myalgo-run-1
100 0 AP890301-0317  9 0.15495534 myalgo-run-1
100 0 AP890619-0155  10 0.14753628 myalgo-run-1
100 0 AP890912-0245  11 0.14344971 myalgo-run-1
100 0 AP890927-0070  12 0.1397857 myalgo-run-1
100 0 AP890919-0265  13 0.13470426 myalgo-run-1
100 0 AP890718-0166  14 0.13326162 myalgo-run-1
100 0 AP890615-0247  15 0.13282381 myalgo-run-1
100 0 AP890830-0257  16 0.13282381 myalgo-run-1
100 0 AP890306-0313  17 0.13016734 myalgo-run-1
100 0 AP890816-0024  18 0.1296602 myalgo-run-1
100 0 AP890711-0219  19 0.12751086 myalgo-run-1
100 0 AP890719-0266  20 0.12751086 myalgo-run-1
100 0 AP891119-0003  21 0.12330588 myalgo-run-1
100 0 AP890918-0218  22 0.12064202 myalgo-run-1
100 0 AP890531-0259  23 0.11954142 myalgo-run-1
100 0 AP891207-0224  24 0.11622083 myalgo-run-1
100 0 AP891211-0040  25 0.11303039 myalgo-run-1
100 0 AP891014-0073  26 0.11238817 myalgo-run-1
100 0 AP890323-0167  27 0.11238817 myalgo-run-1
100 0 AP890316-0252  28 0.11182857 myalgo-run-1
100 0 AP890831-0072  29 0.11182857 myalgo-run-1
100 0 AP891219-0045  30 0.110140406 myalgo-run-1
100 0 AP891003-0080  31 0.10702344 myalgo-run-1
100 0 AP890304-0115  32 0.104224995 myalgo-run-1
100 0 AP890424-0095  33 0.1016536 myalgo-run-1
100 0 AP890523-0082  34 0.10076351 myalgo-run-1
100 0 AP890720-0285  35 0.10067098 myalgo-run-1
100 0 AP891012-0155  36 0.099617854 myalgo-run-1
100 0 AP891020-0293  37 0.099617854 myalgo-run-1
100 0 AP890209-0228  38 0.099617854 myalgo-run-1
100 0 AP891024-0081  39 0.09870711 myalgo-run-1
100 0 AP891103-0220  40 0.09870711 myalgo-run-1
100 0 AP890829-0077  41 0.09870711 myalgo-run-1
100 0 AP890104-0239  42 0.09785 myalgo-run-1
100 0 AP891120-0058  43 0.09633272 myalgo-run-1
100 0 AP891026-0110  44 0.09594836 myalgo-run-1
100 0 AP891021-0077  45 0.09593073 myalgo-run-1
100 0 AP890105-0282  46 0.09563314 myalgo-run-1
100 0 AP890908-0255  47 0.09563314 myalgo-run-1
100 0 AP891117-0058  48 0.09440606 myalgo-run-1
100 0 AP890814-0135  49 0.09440606 myalgo-run-1
100 0 AP891102-0178  50 0.09247941 myalgo-run-1
100 0 AP891208-0091  51 0.09247941 myalgo-run-1
100 0 AP891220-0089  52 0.09247941 myalgo-run-1
100 0 AP891004-0239  53 0.08948532 myalgo-run-1
100 0 AP891103-0113  54 0.087739654 myalgo-run-1
100 0 AP890905-0230  55 0.087739654 myalgo-run-1
100 0 AP890907-0071  56 0.08653889 myalgo-run-1
100 0 AP891215-0271  57 0.08649241 myalgo-run-1
100 0 AP890727-0078  58 0.086454585 myalgo-run-1
100 0 AP890113-0244  59 0.08568326 myalgo-run-1
100 0 AP890109-0121  60 0.08561875 myalgo-run-1
100 0 AP890531-0270  61 0.08561875 myalgo-run-1
100 0 AP891113-0099  62 0.08528744 myalgo-run-1
100 0 AP890626-0251  63 0.08528744 myalgo-run-1
100 0 AP890424-0296  64 0.085007235 myalgo-run-1
100 0 AP890712-0206  65 0.08387143 myalgo-run-1
100 0 AP890422-0133  66 0.082982525 myalgo-run-1
100 0 AP891018-0118  67 0.08220392 myalgo-run-1
100 0 AP891023-0119  68 0.08220392 myalgo-run-1
100 0 AP891106-0140  69 0.08220392 myalgo-run-1
100 0 AP891124-0135  70 0.08220392 myalgo-run-1
100 0 AP890629-0145  71 0.08220392 myalgo-run-1
100 0 AP890913-0218  72 0.08220392 myalgo-run-1
100 0 AP890612-0142  73 0.0816741 myalgo-run-1
100 0 AP891213-0215  74 0.080277264 myalgo-run-1
100 0 AP890823-0164  75 0.080277264 myalgo-run-1
100 0 AP890713-0148  76 0.080199525 myalgo-run-1
100 0 AP890726-0159  77 0.08008366 myalgo-run-1
100 0 AP890515-0118  78 0.079759866 myalgo-run-1
100 0 AP891117-0159  79 0.07867172 myalgo-run-1
100 0 AP890831-0117  80 0.078629464 myalgo-run-1
100 0 AP890227-0194  81 0.07848199 myalgo-run-1
100 0 AP891216-0050  82 0.07848199 myalgo-run-1
100 0 AP891115-0189  83 0.0767722 myalgo-run-1
100 0 AP890126-0295  84 0.07675869 myalgo-run-1
100 0 AP890913-0197  85 0.07675869 myalgo-run-1
100 0 AP890228-0156  86 0.07577115 myalgo-run-1
100 0 AP890209-0216  87 0.07550324 myalgo-run-1
100 0 AP890630-0023  88 0.07550324 myalgo-run-1
100 0 AP891016-0115  89 0.07491641 myalgo-run-1
100 0 AP891101-0102  90 0.07491641 myalgo-run-1
100 0 AP890126-0246  91 0.07491641 myalgo-run-1
100 0 AP890303-0086  92 0.07491641 myalgo-run-1
100 0 AP891003-0124  93 0.07491641 myalgo-run-1
100 0 AP890914-0108  94 0.07468428 myalgo-run-1
100 0 AP890112-0041  95 0.07403033 myalgo-run-1
100 0 AP890623-0001  96 0.07403033 myalgo-run-1
100 0 AP890717-0140  97 0.07207529 myalgo-run-1
100 0 AP891014-0109  98 0.07192843 myalgo-run-1
100 0 AP890318-0122  99 0.07192843 myalgo-run-1
100 0 AP890323-0075  100 0.07192843 myalgo-run-1
100 0 AP891002-0214  101 0.07192843 myalgo-run-1
100 0 AP891215-0014  102 0.07080455 myalgo-run-1
100 0 AP891215-0167  103 0.07080455 myalgo-run-1
100 0 AP890620-0189  104 0.07080455 myalgo-run-1
100 0 AP890203-0118  105 0.070766516 myalgo-run-1
100 0 AP890920-0199  106 0.07047972 myalgo-run-1
100 0 AP890212-0014  107 0.0700732 myalgo-run-1
100 0 AP890721-0205  108 0.0699104 myalgo-run-1
100 0 AP890121-0095  109 0.06989285 myalgo-run-1
100 0 AP890203-0078  110 0.06948333 myalgo-run-1
100 0 AP890425-0142  111 0.06948333 myalgo-run-1
100 0 AP891201-0021  112 0.069359556 myalgo-run-1
100 0 AP891216-0064  113 0.069359556 myalgo-run-1
100 0 AP891226-0111  114 0.069359556 myalgo-run-1
100 0 AP890505-0221  115 0.06908844 myalgo-run-1
100 0 AP890228-0159  116 0.06906225 myalgo-run-1
100 0 AP890312-0022  117 0.06891252 myalgo-run-1
100 0 AP890414-0289  118 0.06891252 myalgo-run-1
100 0 AP891023-0097  119 0.0685466 myalgo-run-1
100 0 AP890610-0068  120 0.0685466 myalgo-run-1
100 0 AP890722-0002  121 0.0685466 myalgo-run-1
100 0 AP891002-0326  122 0.0685466 myalgo-run-1
100 0 AP890726-0238  123 0.068512194 myalgo-run-1
100 0 AP890901-0014  124 0.068512194 myalgo-run-1
100 0 AP891203-0049  125 0.06823567 myalgo-run-1
100 0 AP891206-0089  126 0.06823567 myalgo-run-1
100 0 AP890407-0319  127 0.06822995 myalgo-run-1
100 0 AP891127-0024  128 0.068093665 myalgo-run-1
100 0 AP890301-0267  129 0.068093665 myalgo-run-1
100 0 AP890608-0084  130 0.068093665 myalgo-run-1
100 0 AP890925-0108  131 0.06786114 myalgo-run-1
100 0 AP890531-0063  132 0.06717567 myalgo-run-1
100 0 AP890927-0039  133 0.06717567 myalgo-run-1
100 0 AP890929-0176  134 0.06717567 myalgo-run-1
100 0 AP891027-0053  135 0.067163855 myalgo-run-1
100 0 AP890207-0098  136 0.066704 myalgo-run-1
100 0 AP890528-0055  137 0.066704 myalgo-run-1
100 0 AP890612-0168  138 0.066704 myalgo-run-1
100 0 AP890905-0215  139 0.066704 myalgo-run-1
100 0 AP890207-0146  140 0.066411905 myalgo-run-1
100 0 AP890428-0264  141 0.066411905 myalgo-run-1
100 0 AP890826-0037  142 0.066411905 myalgo-run-1
100 0 AP890501-0245  143 0.06638602 myalgo-run-1
100 0 AP890708-0136  144 0.06638602 myalgo-run-1
100 0 AP890109-0116  145 0.06580474 myalgo-run-1
100 0 AP890505-0188  146 0.06577357 myalgo-run-1
100 0 AP890201-0120  147 0.06573748 myalgo-run-1
100 0 AP890221-0268  148 0.065524556 myalgo-run-1
100 0 AP890329-0149  149 0.065524556 myalgo-run-1
100 0 AP890523-0236  150 0.065524556 myalgo-run-1
100 0 AP890725-0124  151 0.06534874 myalgo-run-1
100 0 AP890201-0129  152 0.06508367 myalgo-run-1
100 0 AP891208-0235  153 0.06508367 myalgo-run-1
100 0 AP890601-0339  154 0.06508367 myalgo-run-1
100 0 AP891129-0258  155 0.06482752 myalgo-run-1
100 0 AP891027-0052  156 0.064458095 myalgo-run-1
100 0 AP890206-0089  157 0.064458095 myalgo-run-1
100 0 AP890417-0184  158 0.06442273 myalgo-run-1
100 0 AP890703-0191  159 0.06442273 myalgo-run-1
100 0 AP891014-0066  160 0.064221814 myalgo-run-1
100 0 AP890111-0220  161 0.064221814 myalgo-run-1
100 0 AP891108-0065  162 0.064221814 myalgo-run-1
100 0 AP890424-0039  163 0.064221814 myalgo-run-1
100 0 AP890505-0133  164 0.064221814 myalgo-run-1
100 0 AP891002-0055  165 0.064221814 myalgo-run-1
100 0 AP891204-0269  166 0.064214066 myalgo-run-1
100 0 AP891221-0100  167 0.064214066 myalgo-run-1
100 0 AP890523-0058  168 0.064214066 myalgo-run-1
100 0 AP890725-0062  169 0.064214066 myalgo-run-1
100 0 AP891006-0079  170 0.064066924 myalgo-run-1
100 0 AP891206-0192  171 0.06375543 myalgo-run-1
100 0 AP891204-0037  172 0.0635796 myalgo-run-1
100 0 AP891210-0044  173 0.0635796 myalgo-run-1
100 0 AP890424-0003  174 0.0635335 myalgo-run-1
100 0 AP890113-0026  175 0.063169815 myalgo-run-1
100 0 AP891010-0106  176 0.06293738 myalgo-run-1
100 0 AP891125-0035  177 0.06293738 myalgo-run-1
100 0 AP891127-0082  178 0.06293738 myalgo-run-1
100 0 AP890322-0003  179 0.06293738 myalgo-run-1
100 0 AP890417-0201  180 0.06293738 myalgo-run-1
100 0 AP890524-0058  181 0.06293738 myalgo-run-1
100 0 AP890814-0082  182 0.06293738 myalgo-run-1
100 0 AP890930-0040  183 0.06293738 myalgo-run-1
100 0 AP891005-0199  184 0.06293738 myalgo-run-1
100 0 AP891122-0289  185 0.06290357 myalgo-run-1
100 0 AP890220-0074  186 0.06290357 myalgo-run-1
100 0 AP891130-0005  187 0.06290357 myalgo-run-1
100 0 AP891222-0268  188 0.06290357 myalgo-run-1
100 0 AP890322-0314  189 0.06290357 myalgo-run-1
100 0 AP890502-0285  190 0.06290357 myalgo-run-1
100 0 AP890721-0015  191 0.06290357 myalgo-run-1
100 0 AP890822-0239  192 0.06290357 myalgo-run-1
100 0 AP890926-0104  193 0.06290357 myalgo-run-1
100 0 AP891012-0274  194 0.06253173 myalgo-run-1
100 0 AP890112-0109  195 0.0622473 myalgo-run-1
100 0 AP891102-0096  196 0.0622473 myalgo-run-1
100 0 AP890526-0074  197 0.0622473 myalgo-run-1
100 0 AP890925-0276  198 0.0622473 myalgo-run-1
100 0 AP890503-0091  199 0.061982136 myalgo-run-1
100 0 AP890105-0206  200 0.06165294 myalgo-run-1
100 0 AP891118-0135  201 0.06165294 myalgo-run-1
100 0 AP890215-0167  202 0.06165294 myalgo-run-1
100 0 AP891209-0048  203 0.06165294 myalgo-run-1
100 0 AP890414-0198  204 0.06165294 myalgo-run-1
100 0 AP890818-0073  205 0.06165294 myalgo-run-1
100 0 AP890826-0049  206 0.06165294 myalgo-run-1
100 0 AP891006-0115  207 0.061263997 myalgo-run-1
100 0 AP890215-0221  208 0.061171602 myalgo-run-1
100 0 AP891030-0202  209 0.060742494 myalgo-run-1
100 0 AP890207-0276  210 0.060742494 myalgo-run-1
100 0 AP890420-0266  211 0.060742494 myalgo-run-1
100 0 AP891219-0110  212 0.060207948 myalgo-run-1
100 0 AP890822-0160  213 0.060207948 myalgo-run-1
100 0 AP890126-0126  214 0.060064174 myalgo-run-1
100 0 AP890227-0319  215 0.05950285 myalgo-run-1
100 0 AP890227-0324  216 0.05950285 myalgo-run-1
100 0 AP890313-0066  217 0.05950285 myalgo-run-1
100 0 AP890503-0280  218 0.059292443 myalgo-run-1
100 0 AP890621-0199  219 0.059292443 myalgo-run-1
100 0 AP890608-0194  220 0.058933116 myalgo-run-1
100 0 AP890608-0291  221 0.058933116 myalgo-run-1
100 0 AP890711-0029  222 0.058933116 myalgo-run-1
100 0 AP890112-0183  223 0.058861487 myalgo-run-1
100 0 AP891107-0170  224 0.058861487 myalgo-run-1
100 0 AP891128-0114  225 0.058861487 myalgo-run-1
100 0 AP891218-0179  226 0.058861487 myalgo-run-1
100 0 AP890628-0041  227 0.058861487 myalgo-run-1
100 0 AP890112-0043  228 0.05877871 myalgo-run-1
100 0 AP891102-0246  229 0.05877871 myalgo-run-1
100 0 AP891219-0248  230 0.05877871 myalgo-run-1
100 0 AP890311-0074  231 0.05877871 myalgo-run-1
100 0 AP890925-0107  232 0.05877871 myalgo-run-1
100 0 AP890811-0038  233 0.058012288 myalgo-run-1
100 0 AP890906-0082  234 0.057902776 myalgo-run-1
100 0 AP891030-0051  235 0.05779963 myalgo-run-1
100 0 AP891113-0188  236 0.05779963 myalgo-run-1
100 0 AP891228-0078  237 0.05779963 myalgo-run-1
100 0 AP891228-0092  238 0.05779963 myalgo-run-1
100 0 AP891028-0089  239 0.057660233 myalgo-run-1
100 0 AP891108-0010  240 0.057660233 myalgo-run-1
100 0 AP890211-0040  241 0.057660233 myalgo-run-1
100 0 AP890301-0272  242 0.057660233 myalgo-run-1
100 0 AP890308-0077  243 0.057660233 myalgo-run-1
100 0 AP890902-0079  244 0.057660233 myalgo-run-1
100 0 AP890803-0224  245 0.05682836 myalgo-run-1
100 0 AP890911-0270  246 0.05674472 myalgo-run-1
100 0 AP890816-0155  247 0.056194086 myalgo-run-1
100 0 AP890126-0128  248 0.055914287 myalgo-run-1
100 0 AP890211-0130  249 0.055914287 myalgo-run-1
100 0 AP890318-0019  250 0.055914287 myalgo-run-1
100 0 AP890523-0221  251 0.055914287 myalgo-run-1
